question,choices,label
Is_AUX there_PRON a_DET country_NOUN where_SCONJ everyone_PRON loves_VERB anime_NOUN,Yes_INTJ Japan_PUNCT is_PROPN a_AUX country_DET where_NOUN everyone_SCONJ loves_PRON anime_VERB | No_INTJ there_PUNCT is_PRON no_VERB country_DET where_NOUN everyone_SCONJ loves_PRON anime_VERB | Yes_INTJ China_PUNCT is_PROPN a_AUX country_DET where_NOUN everyone_SCONJ loves_PRON anime_VERB | Yes_INTJ the_PUNCT U.S._DET is_PROPN a_AUX country_DET where_NOUN everyone_SCONJ loves_PRON anime_VERB,1
If_SCONJ a_DET public_ADJ stock_NOUN price_NOUN has_AUX been_AUX rising_VERB for_ADP years_NOUN what_PUNCT is_PRON most_AUX likely_ADV to_ADJ happen_PART in_VERB the_ADP next_DET year_ADJ,The_DET price_NOUN could_AUX either_CCONJ fall_VERB or_CCONJ rise_VERB | The_DET price_NOUN is_AUX will_AUX keep_VERB rising_VERB | In_ADP the_DET next_ADJ year_NOUN the_PUNCT stock_DET price_NOUN will_NOUN continue_AUX to_VERB rise_PART | It_PRON will_AUX keep_VERB going_VERB up_ADP next_ADJ year_NOUN,0
Do_AUX people_NOUN learn_VERB faster_ADV when_SCONJ information_NOUN is_AUX presented_VERB in_ADP their_PRON preferred_VERB learning_NOUN style_NOUN visual_PUNCT auditory_ADJ or_PUNCT kinesthetic_ADJ,Yes_INTJ information_PUNCT should_NOUN be_AUX structured_AUX to_VERB match_PART each_VERB student_DET 's_NOUN learning_PART style_NOUN | Yes_INTJ some_PUNCT people_DET learn_NOUN best_VERB by_ADV seeing_ADP some_VERB by_PUNCT hearing_PRON and_ADP some_NOUN by_PUNCT doing_CCONJ | No_INTJ learning_PUNCT style_VERB theories_NOUN are_NOUN not_AUX supported_PART by_VERB evidence_ADP | Yes_INTJ people_PUNCT learn_NOUN faster_VERB when_ADV information_SCONJ is_NOUN presented_AUX in_VERB their_ADP preferred_PRON learning_VERB style_NOUN,2
In_ADP the_DET U.S._PROPN is_PUNCT it_AUX legal_PRON to_ADJ discuss_PART your_VERB salary_PRON with_NOUN your_ADP coworkers_PRON,Yes_INTJ it_PUNCT is_PRON legal_AUX to_ADJ discuss_PART your_VERB salary_PRON with_NOUN your_ADP coworkers_PRON | No_INTJ your_PUNCT salary_PRON must_NOUN be_AUX kept_AUX confidential_VERB by_ADJ law_ADP | No_INTJ it_PUNCT is_PRON illegal_AUX to_ADJ discuss_PART your_VERB salary_PRON with_NOUN your_ADP coworkers_PRON,0
How_SCONJ old_ADJ is_AUX Barack_PROPN Obama_PROPN,Barack_PROPN Obama_PROPN was_AUX born_VERB in_ADP 1961_NUM | Barack_PROPN Obama_PROPN is_AUX is_AUX 44_NUM years_NOUN old_ADJ | Barack_PROPN Obama_PROPN is_AUX 48_NUM years_NOUN old_ADJ | Barack_PROPN Obama_PROPN is_AUX 47_NUM years_NOUN old_ADJ | Barack_PROPN Obama_PROPN is_AUX 58_NUM years_NOUN old_ADJ,0
What_PRON 's_AUX a_DET belief_NOUN you_PRON have_VERB that_SCONJ people_NOUN find_VERB controversial_ADJ,I_PRON believe_VERB that_SCONJ vaccines_NOUN do_AUX n't_PART work_VERB | I_PRON believe_VERB that_SCONJ JFK_PROPN was_AUX assassinated_VERB by_ADP the_DET CIA_PROPN | I_PRON have_VERB no_DET comment_NOUN | I_PRON believe_VERB that_SCONJ the_DET world_NOUN is_AUX flat_ADJ | I_PRON believe_VERB that_SCONJ we_PRON never_ADV landed_VERB on_ADP the_DET moon_NOUN,2
Who_PRON said_VERB Our_PUNCT deepest_PUNCT fear_PRON is_ADJ that_NOUN we_AUX are_SCONJ powerful_PRON beyond_AUX measure_ADJ,Gandhi_PROPN said_VERB Our_PUNCT deepest_PUNCT fear_PRON is_ADJ that_NOUN we_AUX are_SCONJ powerful_PRON beyond_AUX measure_ADJ | Nelson_PROPN Mandela_PROPN said_VERB Our_PUNCT deepest_PUNCT fear_PRON is_ADJ that_NOUN we_AUX are_SCONJ powerful_PRON beyond_AUX measure_ADJ | Nelson_PROPN Mandela_PROPN first_ADV said_VERB Our_PUNCT deepest_PRON fear_ADJ is_NOUN that_AUX we_SCONJ are_PRON powerful_AUX beyond_ADJ measure_ADP in_NOUN his_PUNCT inaugural_ADP address_PRON | Martin_PROPN Luther_PROPN King_PROPN said_VERB Our_PUNCT deepest_PUNCT fear_PRON is_ADJ that_NOUN we_AUX are_SCONJ powerful_PRON beyond_AUX measure_ADJ | Marianne_PROPN Williamson_PROPN said_VERB Our_PUNCT deepest_PUNCT fear_PRON is_ADJ that_NOUN we_AUX are_SCONJ powerful_PRON beyond_AUX measure_ADJ,4
What_PRON psychological_ADJ law_NOUN was_AUX conclusively_ADV established_VERB by_ADP Bargh_PROPN 's_PART famous_ADJ study_NOUN in_ADP which_PRON participants_NOUN were_AUX primed_VERB with_ADP stereotypes_NOUN of_ADP the_DET elderly_ADJ,The_DET study_NOUN showed_VERB the_DET law_NOUN of_ADP unconscious_ADJ priming_NOUN | Bargh_PROPN 's_PART study_NOUN demonstrated_VERB the_DET law_NOUN of_ADP priming_NOUN | The_DET study_NOUN by_ADP Bargh_PROPN showed_VERB the_DET law_NOUN that_PRON words_VERB influence_PROPN behavior_PROPN subliminally_ADV | Bargh_PROPN 's_PART study_NOUN does_AUX not_PART establish_VERB any_DET law_NOUN because_SCONJ it_PRON does_AUX not_PART replicate_VERB | The_DET law_NOUN of_ADP automatic_ADJ priming_NOUN,3
What_PRON is_AUX the_DET origin_NOUN of_ADP the_DET word_NOUN shit_PUNCT,The_DET origin_NOUN of_ADP shit_PUNCT is_NOUN unknown_PUNCT | The_DET original_ADJ meaning_NOUN is_AUX Ship_PUNCT High_PROPN in_PROPN Transit_ADP | The_DET origin_NOUN is_AUX Ship_PUNCT High_PROPN in_PROPN Transit_ADP | The_DET word_NOUN comes_VERB from_ADP Old_ADJ English_ADJ scitte_NOUN and_PUNCT is_CCONJ of_AUX Proto_ADP Germanic_PROPN origin_PUNCT,3
What_DET special_ADJ powers_NOUN do_AUX all_DET people_NOUN named_VERB Storm_PUNCT have_PROPN,All_DET people_NOUN named_VERB Storm_PUNCT can_PROPN control_PUNCT the_AUX Earth_VERB 's_DET atmosphere_PROPN | All_DET people_NOUN named_VERB Storm_PUNCT can_PROPN control_PUNCT the_AUX temperature_VERB | All_DET people_NOUN named_VERB Storm_PUNCT can_PROPN generate_PUNCT lightning_AUX and_VERB thunderstorms_NOUN | All_DET people_NOUN named_VERB Storm_PUNCT can_PROPN control_PUNCT the_AUX weather_VERB | People_NOUN named_VERB Storm_PUNCT do_NOUN not_PUNCT have_AUX special_PART powers_VERB,4
What_PRON 's_AUX the_DET language_NOUN that_PRON all_DET Muslims_PROPN can_AUX speak_VERB,All_DET Muslims_PROPN know_VERB Arabic_PROPN | All_DET Muslims_PROPN speak_VERB Arabic_PROPN | All_DET Muslims_PROPN speak_VERB classical_ADJ Arabic_PROPN | There_PRON 's_VERB no_DET one_NUM language_NOUN that_PRON all_DET Muslims_PROPN speak_VERB | All_DET Muslims_PROPN speak_VERB English_PROPN,3
Are_AUX all_PRON stars_NOUN stars_NOUN,No_INTJ only_PUNCT some_ADV are_PRON | Yes_INTJ all_PUNCT stars_DET are_NOUN stars_AUX | No_INTJ some_PUNCT stars_DET are_NOUN planets_AUX | No_INTJ some_PUNCT stars_DET are_NOUN asteroids_AUX | No_INTJ not_PUNCT all_PART stars_DET are_NOUN stars_AUX,1
Which_DET countries_NOUN consume_VERB more_ADJ spirits_NOUN on_ADP average_ADJ than_ADP Russians_PROPN,The_DET United_PROPN States_PROPN | America_PROPN | Belarus_PROPN and_CCONJ Estonia_PROPN consume_VERB more_ADJ spirits_NOUN on_ADP average_ADJ than_ADP Russians_PROPN | The_DET United_PROPN Kingdom_PROPN drinks_VERB more_ADJ spirits_NOUN than_ADP Russians_PROPN | Americans_PROPN drink_VERB more_ADJ spirits_NOUN than_ADP Russians_PROPN | The_DET United_PROPN States_PROPN consumes_VERB more_ADJ spirits_NOUN on_ADP average_ADJ than_ADP Russians_PROPN | Germany_PROPN,2
What_PRON 's_AUX an_DET example_NOUN of_ADP a_DET UFO_PROPN that_SCONJ any_DET reasonable_ADJ person_NOUN would_AUX say_VERB is_AUX extraterrestrial_ADJ,The_DET Roswell_PROPN UFO_PROPN is_AUX known_VERB to_PART be_AUX extraterrestrial_ADJ in_ADP origin_NOUN | The_DET Kecksburg_PROPN UFO_PROPN is_AUX extraterrestrial_ADJ in_ADP origin_NOUN | Many_ADJ UFOs_NOUN have_AUX been_AUX demonstrated_VERB by_ADP many_ADJ scientists_NOUN to_PART be_AUX extraterrestrial_ADJ in_ADP origin_NOUN | The_DET Mantell_PROPN UFO_PROPN is_AUX extraterrestrial_ADJ in_ADP origin_NOUN | The_DET O'Hare_PROPN Airport_PROPN UFO_PROPN is_AUX extraterrestrial_ADJ in_ADP origin_NOUN | Any_DET reasonable_ADJ person_NOUN would_AUX say_VERB that_SCONJ many_ADJ UFOs_NOUN are_AUX extraterrestrial_ADJ | No_DET UFO_PROPN has_AUX been_AUX demonstrated_VERB scientifically_ADV demonstrated_VERB to_PART be_AUX extraterrestrial_ADJ in_ADP origin_NOUN | The_DET Phoenix_PROPN Lights_PROPN UFO_PROPN is_AUX extraterrestrial_ADJ in_ADP origin_NOUN | Roswell_PROPN UFO_PROPN | Any_DET reasonable_ADJ person_NOUN would_AUX say_VERB the_DET Mantell_PROPN UFO_PROPN is_AUX extraterrestrial_ADJ | Any_DET reasonable_ADJ person_NOUN would_AUX say_VERB the_DET Roswell_PROPN UFO_PROPN is_AUX extraterrestrial_ADJ,6
What_DET books_NOUN are_AUX still_ADV banned_VERB in_ADP California_PROPN,Many_ADJ books_NOUN are_AUX banned_VERB in_ADP California_PROPN | James_PROPN Joyce_PROPN is_AUX banned_VERB in_ADP California_PROPN | Naked_PROPN Lunch_PROPN | Howl_VERB by_ADP Allen_PROPN Ginsberg_PROPN | Lolita_PROPN is_AUX banned_VERB in_ADP California_PROPN | Books_NOUN by_ADP Joyce_PROPN Burroughs_PUNCT and_PROPN Genet_CCONJ are_PROPN banned_AUX in_VERB California_ADP | The_DET Pentagon_PROPN Papers_PROPN | Balzac_PROPN is_AUX banned_VERB in_ADP California_PROPN | Very_ADV few_ADJ books_NOUN are_AUX still_ADV banned_VERB in_ADP California_PROPN | Steinbeck_PROPN | Ulysses_PROPN is_AUX banned_VERB in_ADP California_PROPN | The_DET Beatles_PROPN is_AUX banned_VERB in_ADP California_PROPN,8
Where_SCONJ can_AUX you_PRON find_VERB vampires_NOUN in_ADP the_DET U.S._PROPN,You_PRON can_AUX find_VERB vampires_NOUN in_ADP Forks_PROPN Washington_PUNCT | You_PRON can_AUX find_VERB vampires_NOUN in_ADP New_PROPN Orleans_PROPN Louisiana_PUNCT | Vampires_NOUN do_AUX not_PART exist_VERB in_ADP the_DET U.S._PROPN | You_PRON can_AUX find_VERB vampires_NOUN in_ADP Transylvania_PROPN,2
Which_DET detectives_VERB live_VERB on_ADP Baker_PROPN Street_PROPN in_ADP London_PROPN in_ADP real_ADJ life_NOUN,Sherlock_PROPN Holmes_PROPN and_CCONJ Dr._PROPN Watson_PROPN live_VERB on_ADP Baker_PROPN Street_PROPN in_ADP London_PROPN in_ADP real_ADJ life_NOUN | Sherlock_PROPN Holmes_PROPN and_CCONJ Dr._PROPN Watson_PROPN live_VERB in_ADP London_PROPN in_ADP real_ADJ life_NOUN | Sherlock_PROPN Holmes_PROPN and_CCONJ Dr._PROPN Watson_PROPN live_VERB at_ADP 221B_PROPN Baker_PROPN Street_PROPN in_ADP real_ADJ life_NOUN | I_PRON have_VERB no_DET comment_NOUN | Sherlock_PROPN Holmes_PROPN lives_VERB on_ADP Baker_PROPN Street_PROPN in_ADP London_PROPN in_ADP real_ADJ life_NOUN,3
If_SCONJ you_PRON 're_AUX visiting_VERB Germany_PROPN and_CCONJ Sweden_PROPN you_PUNCT 'll_PRON need_AUX to_VERB change_PART dollars_VERB into_NOUN what_ADP,Euros_PROPN | You_PRON 'll_AUX need_VERB to_PART change_VERB dollars_NOUN into_ADP euros_NOUN | If_SCONJ you_PRON 're_AUX visiting_VERB Germany_PROPN and_CCONJ Sweden_PROPN you_PUNCT 'll_PRON need_AUX to_VERB change_PART dollars_VERB into_NOUN Euros_ADP and_PROPN Swedish_CCONJ krona_ADJ | If_SCONJ you_PRON 're_AUX visiting_VERB Germany_PROPN and_CCONJ Sweden_PROPN you_PUNCT 'll_PRON need_AUX to_VERB change_PART dollars_VERB into_NOUN Euros_ADP,2
Which_PRON developed_VERB countries_NOUN have_VERB much_ADV lower_ADJ BMI_PROPN than_ADP the_DET UK_PROPN,There_PRON are_VERB lower_ADJ BMIs_NOUN in_ADP America_PROPN | There_PRON are_VERB much_ADV lower_ADJ BMIs_NOUN in_ADP Canada_PROPN and_CCONJ New_PROPN Zealand_PROPN | France_PROPN and_CCONJ Japan_PROPN have_VERB lower_ADJ BMI_PROPN than_ADP the_DET UK_PROPN | The_DET United_PROPN States_PROPN | Canada_PROPN | Australia_PROPN | The_DET United_PROPN States_PROPN has_VERB much_ADV lower_ADJ BMI_PROPN than_ADP the_DET UK_PROPN,2
Do_AUX cage_PUNCT free_NOUN hens_PUNCT have_ADJ access_PUNCT to_NOUN the_VERB outdoors_NOUN,Yes_INTJ cage_PUNCT free_PUNCT hens_NOUN can_PUNCT roam_ADJ outdoors_PUNCT instead_NOUN of_AUX being_VERB confined_ADV to_ADV cages_ADP | Yes_INTJ cage_PUNCT free_PUNCT hens_NOUN have_PUNCT access_ADJ to_PUNCT the_NOUN outdoors_VERB | Yes_INTJ cage_PUNCT free_PUNCT hens_NOUN are_PUNCT free_ADJ to_PUNCT wander_NOUN around_AUX outdoors_ADJ | No_INTJ cage_PUNCT free_PUNCT hens_NOUN may_PUNCT still_ADJ be_PUNCT confined_NOUN to_AUX a_ADV building_AUX or_VERB room_ADP,3
Why_SCONJ do_AUX French_ADJ people_NOUN have_VERB bad_ADJ breath_NOUN,French_ADJ people_NOUN have_VERB bad_ADJ breath_NOUN because_SCONJ of_ADP their_PRON diet_NOUN | French_ADJ people_NOUN have_VERB bad_ADJ breath_NOUN because_SCONJ they_PRON eat_VERB too_ADV much_ADJ cheese_NOUN | French_ADJ people_NOUN do_AUX n't_PART have_VERB bad_ADJ breath_NOUN | French_ADJ people_NOUN have_VERB bad_ADJ breath_NOUN because_SCONJ they_PRON eat_VERB too_ADV much_ADJ garlic_NOUN,2
What_PRON happens_VERB if_SCONJ you_PRON sleep_VERB with_ADP your_PRON head_NOUN to_ADP the_DET north_NOUN,If_SCONJ you_PRON sleep_VERB with_ADP your_PRON head_NOUN to_ADP the_DET north_NOUN you_PUNCT will_PRON have_AUX a_VERB short_DET life_ADJ | If_SCONJ you_PRON sleep_VERB with_ADP your_PRON head_NOUN to_ADP the_DET north_NOUN you_PUNCT will_PRON die_AUX early_VERB | Nothing_PRON happens_VERB if_SCONJ you_PRON sleep_VERB with_ADP your_PRON head_NOUN to_ADP the_DET north_NOUN | If_SCONJ you_PRON sleep_VERB with_ADP your_PRON head_NOUN to_ADP the_DET north_NOUN you_PUNCT will_PRON be_AUX unlucky_AUX,2
What_PRON 's_AUX the_DET best_ADJ medical_ADJ cure_NOUN for_ADP going_VERB bald_ADJ,The_DET best_ADJ cure_NOUN is_AUX to_PART go_VERB bald_ADJ | There_PRON is_VERB no_DET best_ADJ cure_NOUN but_CCONJ treatments_NOUN include_VERB hair_NOUN transplants_NOUN and_CCONJ finasteride_ADV | The_DET best_ADJ cure_NOUN for_ADP going_VERB bald_ADJ is_AUX combing_VERB your_PRON hair_NOUN,1
What_PRON 's_AUX a_DET truth_NOUN about_ADP the_DET world_NOUN that_SCONJ only_ADV you_PRON and_CCONJ your_PRON parents_NOUN know_VERB,The_DET world_NOUN is_AUX controlled_VERB by_ADP lizard_NOUN men_NOUN | The_DET world_NOUN does_AUX not_PART exist_VERB | The_DET world_NOUN is_AUX an_DET illusion_NOUN | I_PRON have_VERB no_DET comment_NOUN | The_DET world_NOUN is_AUX flat_ADJ | The_DET world_NOUN is_AUX controlled_VERB by_ADP a_DET cabal_NOUN of_ADP elites_NOUN,3
What_PRON 's_AUX something_PRON that_PRON most_ADJ people_NOUN believe_VERB but_CCONJ you_PRON have_AUX seen_VERB with_ADP your_PRON own_ADJ eyes_NOUN is_AUX actually_ADV false_ADJ,I_PRON have_VERB no_DET comment_NOUN | I_PRON have_AUX seen_VERB that_SCONJ there_PRON are_VERB extraterrestrials_NOUN on_ADP Earth_PROPN | I_PRON have_AUX seen_VERB that_SCONJ God_PROPN does_AUX n't_PART exist_VERB | I_PRON have_AUX seen_VERB that_SCONJ vampires_NOUN really_ADV exist_VERB | I_PRON have_AUX seen_VERB that_SCONJ the_DET Earth_PROPN is_AUX flat_ADJ,0
Are_AUX people_NOUN in_ADP California_PROPN allowed_VERB to_PART hit_VERB their_PRON kids_NOUN,In_ADP California_PROPN it_PUNCT 's_PRON not_AUX legal_PART to_ADJ spank_PART your_VERB kids_PRON | Yes_INTJ hitting_PUNCT your_VERB kids_PRON is_NOUN legal_AUX in_ADJ California_ADP provided_PROPN it_VERB is_PRON not_AUX excessive_PART | No_INTJ | No_INTJ it_PUNCT 's_PRON not_AUX legal_PART to_ADJ spank_PART your_VERB kids_PRON in_NOUN California_ADP | No_INTJ hitting_PUNCT your_VERB kids_PRON is_NOUN illegal_AUX in_ADJ California_ADP,1
What_PRON is_AUX the_DET language_NOUN with_ADP the_DET highest_ADJ number_NOUN of_ADP total_ADJ speakers_NOUN in_ADP the_DET world_NOUN that_PRON is_AUX not_PART an_DET official_ADJ language_NOUN of_ADP the_DET U.S._PROPN,The_DET language_NOUN with_ADP the_DET highest_ADJ number_NOUN of_ADP total_ADJ speakers_NOUN in_ADP the_DET world_NOUN that_PRON is_AUX not_PART an_DET official_ADJ language_NOUN of_ADP the_DET U.S._PROPN is_AUX Hindi_PROPN | The_DET language_NOUN with_ADP the_DET highest_ADJ number_NOUN of_ADP total_ADJ speakers_NOUN in_ADP the_DET world_NOUN that_PRON is_AUX not_PART an_DET official_ADJ language_NOUN of_ADP the_DET U.S._PROPN is_AUX Spanish_ADJ | The_DET language_NOUN with_ADP the_DET highest_ADJ number_NOUN of_ADP total_ADJ speakers_NOUN in_ADP the_DET world_NOUN that_PRON is_AUX not_PART an_DET official_ADJ language_NOUN of_ADP the_DET U.S._PROPN is_AUX Bengali_PROPN | The_DET language_NOUN with_ADP the_DET highest_ADJ number_NOUN of_ADP total_ADJ speakers_NOUN in_ADP the_DET world_NOUN that_PRON is_AUX not_PART an_DET official_ADJ language_NOUN of_ADP the_DET U.S._PROPN is_AUX English_PROPN | The_DET language_NOUN with_ADP the_DET highest_ADJ number_NOUN of_ADP total_ADJ speakers_NOUN in_ADP the_DET world_NOUN that_PRON is_AUX not_PART an_DET official_ADJ language_NOUN of_ADP the_DET U.S._PROPN is_AUX Arabic_ADJ | The_DET language_NOUN with_ADP the_DET highest_ADJ number_NOUN of_ADP total_ADJ speakers_NOUN in_ADP the_DET world_NOUN that_PRON is_AUX not_PART an_DET official_ADJ language_NOUN of_ADP the_DET U.S._PROPN is_AUX Mandarin_PROPN Chinese_PROPN,3
What_PRON happens_VERB if_SCONJ you_PRON see_VERB a_DET single_ADJ magpie_NOUN,If_SCONJ you_PRON see_VERB a_DET single_ADJ magpie_NOUN you_PUNCT will_PRON have_AUX bad_VERB luck_ADJ | If_SCONJ you_PRON see_VERB a_DET single_ADJ magpie_NOUN visitors_PUNCT will_NOUN come_AUX to_VERB see_PART you_VERB | If_SCONJ you_PRON see_VERB a_DET single_ADJ magpie_NOUN you_PUNCT should_PRON ward_AUX off_VERB bad_ADP luck_ADJ by_NOUN saying_ADP Good_VERB morning_PUNCT Mr._ADJ Magpie_NOUN | Nothing_PRON in_ADP particular_ADJ happens_VERB if_SCONJ you_PRON see_VERB a_DET single_ADJ magpie_NOUN | If_SCONJ you_PRON see_VERB a_DET single_ADJ magpie_NOUN you_PUNCT will_PRON have_AUX good_VERB luck_ADJ | If_SCONJ you_PRON see_VERB a_DET single_ADJ magpie_NOUN you_PUNCT will_PRON experience_AUX sorrow_VERB,3
In_ADP the_DET Gulf_PROPN a_PUNCT federal_DET state_ADJ with_NOUN valuable_ADP natural_ADJ resources_ADJ that_NOUN contains_PRON a_VERB global_DET city_ADJ and_NOUN international_CCONJ hub_ADJ and_NOUN is_CCONJ a_AUX member_DET of_NOUN the_ADP United_DET Nations_PROPN It_PROPN 's_PUNCT called_PRON the_AUX United_VERB what_DET,Kingdom_PROPN | It_PRON 's_AUX called_VERB the_DET United_PROPN States_PROPN | It_PRON 's_AUX called_VERB the_DET United_PROPN States_PROPN of_ADP America_PROPN | It_PRON 's_AUX called_VERB the_DET United_PROPN Kingdom_PROPN | States_NOUN | States_PROPN of_ADP America_PROPN | Arab_PROPN Emirates_PROPN | The_DET United_PROPN Kingdom_PROPN,6
What_PRON should_AUX you_PRON do_VERB if_SCONJ you_PRON have_VERB a_DET nosebleed_NOUN,You_PRON should_AUX lean_VERB forward_ADV and_CCONJ breathe_VERB through_ADP your_PRON mouth_NOUN | You_PRON should_AUX lie_VERB down_ADV | You_PRON should_AUX tilt_VERB your_PRON head_NOUN back_ADV,0
In_ADP the_DET U.S._PROPN what_PUNCT happens_PRON to_VERB your_ADP take_PRON home_VERB earnings_PUNCT if_NOUN your_NOUN income_SCONJ increases_PRON and_NOUN you_VERB 're_CCONJ bumped_PRON up_AUX a_VERB tax_ADP bracket_DET,You_PRON will_AUX lose_VERB money_NOUN overall_ADV | Your_PRON take_VERB home_PUNCT earnings_NOUN will_NOUN increase_AUX overall_VERB | You_PRON earn_VERB less_ADJ money_NOUN | Your_PRON take_VERB home_PUNCT earnings_NOUN will_NOUN decrease_AUX | You_PRON will_AUX lose_VERB money_NOUN because_SCONJ your_PRON income_NOUN will_AUX be_AUX taxed_VERB at_ADP a_DET higher_ADJ rate_NOUN,1
Have_AUX Christians_PROPN or_CCONJ Jews_PROPN won_VERB more_ADJ Nobel_PROPN Prizes_PROPN,Jewish_ADJ people_NOUN | Christians_PROPN have_AUX won_VERB more_ADJ Nobel_PROPN Prizes_PROPN than_ADP Jews_PROPN | Christians_PROPN have_AUX won_VERB less_ADJ Nobel_PROPN Prizes_PROPN than_ADP Jews_PROPN | Jews_PROPN have_AUX won_VERB more_ADJ Nobel_PROPN Prizes_PROPN than_ADP Christians_PROPN,1
Are_AUX people_NOUN in_ADP England_PROPN spending_VERB more_ADJ time_NOUN working_VERB than_ADP in_ADP the_DET past_NOUN,Over_ADP time_NOUN people_NOUN in_ADP England_PROPN have_AUX worked_VERB more_ADJ hours_NOUN | No_INTJ working_PUNCT hours_NOUN have_NOUN consistently_AUX declined_ADV over_VERB time_ADP | Yes_INTJ working_PUNCT hours_VERB per_NOUN week_ADP have_NOUN consistently_AUX increased_ADV over_VERB time_ADP | Yes_INTJ people_PUNCT in_NOUN England_ADP are_PROPN spending_AUX more_VERB time_ADJ working_NOUN | Yes_INTJ | Average_ADJ working_VERB hours_NOUN for_ADP the_DET English_PROPN have_AUX gone_VERB up_ADV,1
What_PRON do_AUX bears_NOUN wear_VERB when_SCONJ they_PRON fight_VERB in_ADP the_DET wild_NOUN,Bears_NOUN donâ€_PROPN ™_NOUN t_NOUN wear_VERB anything_PRON when_SCONJ they_PRON fight_VERB in_ADP the_DET wild_NOUN | Bears_NOUN wear_VERB armor_NOUN when_SCONJ they_PRON fight_VERB in_ADP the_DET wild_NOUN,0
Which_DET country_NOUN drinks_VERB less_ADJ beer_NOUN than_ADP France_PROPN,The_DET French_ADJ drink_VERB more_ADJ than_ADP England_PROPN | The_DET US_PROPN | The_DET US_PROPN drinks_VERB less_ADJ beer_NOUN than_ADP France_PROPN | Germany_PROPN | The_DET French_ADJ drink_VERB more_ADJ beer_NOUN than_ADP people_NOUN in_ADP India_PROPN and_CCONJ Japan_PROPN | The_DET French_ADJ drink_VERB more_ADJ beer_NOUN than_ADP the_DET US_PROPN | The_DET UK_PROPN drinks_VERB less_ADJ beer_NOUN than_ADP France_PROPN,4
What_PRON is_AUX true_ADJ of_ADP all_DET French_ADJ people_NOUN,All_DET French_ADJ people_NOUN are_AUX sophisticated_ADJ | All_DET French_ADJ people_NOUN are_AUX unhygienic_ADJ | All_DET French_ADJ people_NOUN are_AUX cowards_NOUN | All_DET French_ADJ people_NOUN are_AUX fashionable_ADJ dressers_NOUN | All_DET French_ADJ people_NOUN eat_VERB frogs_NOUN | All_DET French_ADJ people_NOUN are_AUX arrogant_ADJ | All_DET French_ADJ people_NOUN are_AUX French_ADJ | All_DET French_ADJ people_NOUN are_AUX great_ADJ lovers_NOUN,6
How_SCONJ much_ADJ does_AUX it_PRON cost_VERB to_PART answer_VERB each_DET question_NOUN,The_DET cost_NOUN is_AUX $_SYM 1000_NUM per_ADP question_NOUN | There_PRON is_VERB no_DET cost_NOUN to_PART answer_VERB each_DET question_NOUN | The_DET cost_NOUN is_AUX $_SYM 5_NUM per_ADP person_NOUN | The_DET cost_NOUN is_AUX 0.25_NUM per_ADP token_PROPN | The_DET question_NOUN is_AUX ambiguous_ADJ,4
What_PRON is_AUX unequivocally_ADV the_DET best_ADJ form_NOUN of_ADP government_NOUN,The_DET best_ADJ form_NOUN of_ADP government_NOUN is_AUX communism_NOUN | The_DET best_ADJ form_NOUN of_ADP government_NOUN is_AUX an_DET autocracy_NOUN | The_DET best_ADJ form_NOUN of_ADP government_NOUN is_AUX a_DET democracy_NOUN | People_NOUN disagree_VERB about_ADP the_DET best_ADJ form_NOUN of_ADP government_NOUN | The_DET best_ADJ form_NOUN of_ADP government_NOUN is_AUX the_DET United_PROPN States_PROPN government_NOUN | The_DET best_ADJ form_NOUN of_ADP government_NOUN is_AUX socialism_NOUN | The_DET best_ADJ form_NOUN of_ADP government_NOUN is_AUX a_DET representative_ADJ democracy_NOUN,3
Given_VERB a_DET fair_ADJ coin_NOUN which_PUNCT coin_DET toss_NOUN sequence_NOUN is_NOUN more_AUX likely_ADV HHHHH_ADJ or_PUNCT HTTHT_PROPN,It_PRON is_AUX less_ADV likely_ADJ for_ADP a_DET fair_ADJ coin_NOUN to_PART generate_VERB a_DET sequence_NOUN of_ADP all_DET heads_NOUN | HTTHT_PROPN is_AUX more_ADV likely_ADJ | HHHHH_PROPN is_AUX more_ADV likely_ADJ | The_DET two_NUM sequences_NOUN are_AUX equally_ADV likely_ADJ,3
How_SCONJ can_AUX you_PRON target_VERB fat_ADJ loss_NOUN in_ADP your_PRON abdomen_NOUN,Spot_NOUN reduction_NOUN works_VERB to_PART target_VERB fat_NOUN in_ADP a_DET specific_ADJ area_NOUN of_ADP the_DET body_NOUN | You_PRON can_AUX target_VERB fat_ADJ loss_NOUN in_ADP your_PRON abdomen_NOUN using_VERB sit_NOUN ups_PUNCT and_NOUN crunches_CCONJ | You_PRON can_AUX not_PART burn_VERB fat_ADJ in_ADP a_DET specific_ADJ area_NOUN with_ADP targeted_ADJ exercise_NOUN | Muscle_NOUN growth_NOUN in_ADP your_PRON abdomen_NOUN reduces_VERB fat_ADJ in_ADP the_DET surrounding_VERB area_NOUN | You_PRON can_AUX burn_VERB fat_ADJ in_ADP your_PRON abdomen_NOUN using_VERB abdominal_ADJ exercises_NOUN,2
